TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,PM10
201807121400,136.0,27.0,3.7,996.6,1012.1,33.3,22.1,52.0,26.6,-,6.0,4.0,ScCi,1939.0,45.0,3.0,11.0
201807121500,136.0,27.0,2.9,996.2,1011.7,32.7,22.4,55.0,27.1,-,4.0,2.0,ScCi,2000.0,43.8,3.0,15.0
201807121600,136.0,27.0,3.9,995.9,1011.4,33.0,21.8,52.0,26.1,-,6.0,2.0,ScCi,2000.0,43.8,3.0,16.0
201807121700,136.0,27.0,2.9,995.7,1011.2,33.0,22.7,55.0,27.6,-,7.0,1.0,ScCi,1946.0,41.6,3.0,11.0
201807121800,136.0,29.0,2.4,995.4,1010.9,31.7,22.1,57.0,26.6,-,7.0,0.0,Ci,2000.0,36.3,3.0,13.0
201807122100,136.0,34.0,0.9,996.1,1011.8,28.3,23.2,74.0,28.4,-,6.0,0.0,Ci,1996.0,28.5,3.0,10.0
201807130000,136.0,32.0,0.6,996.6,1012.4,26.3,23.9,87.0,29.7,-,5.0,0.0,Ci,1975.0,26.2,3.0,16.0
201807130300,136.0,32.0,0.5,996.2,1012.1,25.3,23.8,92.0,29.5,-,5.0,0.0,Ci,1718.0,24.9,3.0,24.0
201807130400,136.0,32.0,1.5,996.3,1012.2,24.9,24.2,96.0,30.2,-,7.0,0.0,Ci,1526.0,24.4,3.0,21.0
201807130500,136.0,32.0,1.1,996.4,1012.3,24.2,24.0,99.0,29.8,-,4.0,0.0,Ci,1231.0,24.0,3.0,17.0
201807130600,136.0,34.0,1.1,996.5,1012.5,24.7,23.6,94.0,29.1,-,7.0,7.0,Sc,1982.0,24.3,3.0,12.0
201807130700,136.0,32.0,1.0,996.6,1012.4,26.4,23.6,85.0,29.1,-,4.0,4.0,Sc,1997.0,26.1,3.0,14.0
201807130800,136.0,29.0,1.2,997.0,1012.7,28.0,23.3,76.0,28.6,-,5.0,1.0,ScCi,2000.0,29.4,3.0,23.0
201807130900,136.0,29.0,1.9,997.1,1012.7,29.1,22.5,68.0,27.2,-,6.0,3.0,ScCi,2000.0,32.7,3.0,9.0
201807131000,136.0,32.0,2.6,996.9,1012.6,29.9,21.5,61.0,25.6,-,5.0,3.0,ScCi,2000.0,37.5,3.0,8.0
201807131100,136.0,29.0,2.2,996.8,1012.4,30.5,21.5,59.0,25.6,-,5.0,3.0,ScCi,1961.0,41.1,3.0,8.0
201807131200,136.0,32.0,1.7,996.6,1012.2,31.4,21.2,55.0,25.2,-,4.0,4.0,Sc,2000.0,45.0,3.0,9.0
201807131300,136.0,29.0,2.1,996.1,1011.6,32.0,21.8,55.0,26.1,-,4.0,4.0,Sc,2000.0,46.5,3.0,8.0
201807131400,136.0,29.0,2.6,995.6,1011.1,33.0,21.5,51.0,25.6,-,3.0,1.0,ScCi,1986.0,49.1,3.0,6.0
201807131500,136.0,29.0,3.6,995.3,1010.8,32.8,21.0,50.0,24.9,-,5.0,3.0,ScCi,2000.0,48.6,3.0,5.0
201807131600,136.0,29.0,2.7,994.8,1010.2,33.5,20.6,47.0,24.3,-,4.0,2.0,ScCi,2000.0,47.0,3.0,12.0
201807131700,136.0,29.0,2.5,994.4,1009.8,33.2,21.0,49.0,24.9,-,3.0,1.0,ScCi,2000.0,43.8,3.0,11.0
201807131800,136.0,29.0,2.3,994.2,1009.7,32.7,21.2,51.0,25.2,-,3.0,1.0,ScCi,2000.0,39.8,3.0,12.0
201807132100,136.0,0.0,0.0,995.2,1010.9,28.4,23.5,75.0,28.9,-,0.0,0.0,-,1983.0,29.8,3.0,14.0
201807140000,136.0,34.0,0.8,995.2,1011.1,25.7,24.1,91.0,30.0,-,4.0,4.0,Sc,1981.0,26.9,3.0,18.0
201807140300,136.0,0.0,0.3,995.0,1010.9,25.1,23.7,92.0,29.3,-,2.0,2.0,Sc,1990.0,25.4,3.0,58.0
201807140400,136.0,0.0,0.4,995.0,1010.9,24.7,23.6,94.0,29.1,-,3.0,3.0,Sc,1990.0,25.0,3.0,11.0
