TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,PM10
201804101700,146.0,16.0,4.6,1002.2,1009.2,22.4,9.1,43.0,11.6,-,5.0,2.0,ScCi,2000.0,21.5,3.0,39.0
201804101800,146.0,18.0,4.2,1001.7,1008.8,21.2,10.0,49.0,12.3,-,8.0,5.0,ScCi,2000.0,17.7,3.0,40.0
201804102100,146.0,18.0,2.6,1001.7,1008.8,19.4,11.9,62.0,13.9,-,9.0,9.0,Sc,2000.0,15.1,3.0,14.0
201804102300,146.0,18.0,3.8,1001.4,1008.5,19.3,13.9,71.0,15.9,01,10.0,7.0,StNs,1976.0,14.8,4.0,19.0
201804110000,146.0,20.0,4.1,1000.1,1007.2,19.2,14.6,75.0,16.6,01,10.0,7.0,StNs,2000.0,14.6,4.0,17.0
201804110100,146.0,23.0,6.7,1000.3,1007.4,18.8,15.0,79.0,17.0,01,10.0,7.0,StNs,2000.0,14.7,4.0,31.0
201804110200,146.0,23.0,6.0,1000.6,1007.8,16.8,15.9,95.0,18.1,01,10.0,6.0,ScAs,1962.0,14.6,4.0,16.0
201804110300,146.0,23.0,5.1,1001.0,1008.2,16.6,15.6,94.0,17.7,-,10.0,6.0,ScAs,1655.0,14.3,3.0,20.0
201804110400,146.0,23.0,3.9,1001.1,1008.3,16.0,15.0,94.0,17.0,-,10.0,6.0,ScAs,1282.0,13.7,3.0,22.0
201804110500,146.0,27.0,2.9,1001.8,1009.1,15.3,14.9,98.0,16.9,19,8.0,8.0,Sc,878.0,13.3,3.0,24.0
201804110600,146.0,25.0,2.9,1002.5,1009.8,14.0,13.5,97.0,15.5,19,8.0,8.0,Sc,711.0,12.7,3.0,31.0
201804110700,146.0,25.0,2.1,1003.5,1010.9,11.9,10.6,92.0,12.8,19,8.0,8.0,Sc,798.0,11.8,3.0,45.0
201804110800,146.0,27.0,3.2,1004.3,1011.7,11.7,10.1,90.0,12.4,19,8.0,8.0,Sc,663.0,13.5,3.0,57.0
201804110900,146.0,20.0,1.8,1004.8,1012.1,13.3,10.4,83.0,12.6,19,4.0,4.0,Sc,751.0,17.1,3.0,58.0
201804111000,146.0,29.0,1.1,1005.1,1012.4,15.2,9.5,69.0,11.9,4019,2.0,2.0,Sc,799.0,20.9,3.0,78.0
201804111100,146.0,32.0,1.5,1005.1,1012.3,16.7,8.8,60.0,11.3,40,0.0,0.0,-,981.0,24.3,3.0,94.0
201804111200,146.0,25.0,2.5,1005.3,1012.5,18.0,8.2,53.0,10.9,40,0.0,0.0,-,1341.0,25.5,3.0,86.0
201804111300,146.0,27.0,2.3,1004.9,1012.0,19.7,6.7,43.0,9.8,-,0.0,0.0,-,1918.0,26.8,3.0,73.0
201804111400,146.0,27.0,4.0,1004.8,1011.9,19.2,7.2,46.0,10.2,-,0.0,0.0,-,1899.0,26.7,3.0,52.0
201804111500,146.0,27.0,4.3,1004.5,1011.6,19.2,6.9,45.0,9.9,-,3.0,0.0,Ci,2000.0,26.4,3.0,53.0
201804111600,146.0,27.0,5.5,1004.6,1011.8,17.9,5.4,44.0,9.0,-,3.0,0.0,Ci,2000.0,24.0,3.0,44.0
201804111700,146.0,27.0,3.9,1005.3,1012.5,16.7,4.0,43.0,8.1,-,4.0,0.0,Ci,2000.0,21.0,3.0,47.0
201804111800,146.0,27.0,2.8,1005.5,1012.8,15.2,3.0,44.0,7.6,-,7.0,0.0,Ci,2000.0,16.4,3.0,38.0
201804112100,146.0,25.0,2.4,1007.7,1015.1,11.0,5.0,67.0,8.7,-,0.0,0.0,-,1620.0,9.3,3.0,42.0
201804120000,146.0,11.0,0.7,1008.8,1016.3,10.2,2.7,60.0,7.4,-,4.0,0.0,Ci,2000.0,8.0,3.0,33.0
201804120300,146.0,14.0,1.7,1008.9,1016.4,7.1,1.1,66.0,6.6,-,0.0,0.0,-,2000.0,5.7,3.0,26.0
201804120400,146.0,14.0,1.9,1009.1,1016.7,6.2,0.9,69.0,6.5,-,0.0,0.0,-,2000.0,5.2,3.0,23.0
201804120500,146.0,14.0,1.8,1009.4,1017.0,6.2,1.1,70.0,6.6,-,2.0,0.0,Ci,2000.0,5.0,3.0,29.0
201804120600,146.0,14.0,2.6,1009.3,1016.9,5.7,0.4,69.0,6.3,-,4.0,0.0,Ci,2000.0,4.9,3.0,25.0
201804120700,146.0,14.0,1.7,1009.9,1017.5,6.6,0.8,67.0,6.5,-,7.0,0.0,Ci,2000.0,6.0,3.0,24.0
201804120800,146.0,2.0,0.7,1011.0,1018.5,9.7,1.3,56.0,6.7,-,6.0,0.0,Ci,2000.0,10.0,3.0,24.0
201804120900,146.0,11.0,0.8,1011.8,1019.2,12.8,0.5,43.0,6.3,-,6.0,0.0,Ci,2000.0,14.4,3.0,44.0
201804121000,146.0,23.0,1.5,1011.9,1019.2,15.6,-2.8,28.0,5.0,-,7.0,0.0,Ci,1699.0,18.1,3.0,42.0
201804121100,146.0,34.0,2.2,1012.0,1019.3,17.0,-2.6,26.0,5.0,-,7.0,0.0,Ci,2000.0,21.3,3.0,52.0
