TM,STN_chifeng,IW_chifeng,IR_chifeng,IX_chifeng,VV_chifeng,WD_chifeng,WS_chifeng,TA_chifeng,TD_chifeng,HM_chifeng,PS_chifeng,PT_chifeng,PR_chifeng,RH_chifeng,ORG_chifeng,PM10_chifeng,STN_dalian,IW_dalian,IR_dalian,IX_dalian,VV_dalian,WD_dalian,WS_dalian,TA_dalian,TD_dalian,HM_dalian,PS_dalian,PT_dalian,PR_dalian,RH_dalian,ORG_dalian,PM10_dalian,STN_qingdao,IW_qingdao,IR_qingdao,IX_qingdao,VV_qingdao,WD_qingdao,WS_qingdao,TA_qingdao,TD_qingdao,HM_qingdao,PS_qingdao,PT_qingdao,PR_qingdao,RH_qingdao,ORG_qingdao,PM10_qingdao,STN_tongliao,IW_tongliao,IR_tongliao,IX_tongliao,VV_tongliao,WD_tongliao,WS_tongliao,TA_tongliao,TD_tongliao,HM_tongliao,PS_tongliao,PT_tongliao,PR_tongliao,RH_tongliao,ORG_tongliao,PM10_tongliao,STN_yanan,IW_yanan,IR_yanan,IX_yanan,VV_yanan,WD_yanan,WS_yanan,TA_yanan,TD_yanan,HM_yanan,PS_yanan,PT_yanan,PR_yanan,RH_yanan,ORG_yanan,PM10_yanan
201901011000,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,68.0,20.0,3.0,-2.3,-16.8,31.9,1039.0,7.0,0.5,0.0,cma,60.0
201901011100,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,68.0,20.0,3.0,-2.3,-16.8,31.9,1039.0,7.0,0.5,0.0,cma,60.0
201901011200,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,63.0,40.0,2.0,-6.1,-16.6,43.2,1041.2,2.0,0.6,0.0,cma,75.0
201901011300,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,63.0,40.0,2.0,-6.1,-16.6,43.2,1041.2,2.0,0.6,0.0,cma,75.0
201901011400,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,63.0,40.0,2.0,-6.1,-16.6,43.2,1041.2,2.0,0.6,0.0,cma,75.0
201901011500,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,62.0,200.0,2.0,-8.7,-17.0,51.1,1039.8,7.0,0.3,0.0,cma,81.0
201901011600,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,62.0,200.0,2.0,-8.7,-17.0,51.1,1039.8,7.0,0.3,0.0,cma,81.0
201901011700,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,62.0,200.0,2.0,-8.7,-17.0,51.1,1039.8,7.0,0.3,0.0,cma,81.0
201901011800,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,160.0,2.0,,-14.4,64.9,1037.4,7.0,0.7,0.0,cma,65.0
201901011900,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,160.0,2.0,,-14.4,64.9,1037.4,7.0,0.7,0.0,cma,65.0
201901012000,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,160.0,2.0,,-14.4,64.9,1037.4,7.0,0.7,0.0,cma,65.0
201901012100,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,340.0,2.0,-13.4,-17.7,70.0,1036.5,7.0,1.7,0.0,cma,98.0
201901012200,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,340.0,2.0,-13.4,-17.7,70.0,1036.5,7.0,1.7,0.0,cma,98.0
201901012300,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,340.0,2.0,-13.4,-17.7,70.0,1036.5,7.0,1.7,0.0,cma,98.0
201901020000,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,57.0,140.0,1.0,-14.7,-17.8,77.2,1038.3,2.0,0.2,0.0,cma,76.0
201901020100,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,57.0,140.0,1.0,-14.7,-17.8,77.2,1038.3,2.0,0.2,0.0,cma,76.0
201901020200,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,57.0,140.0,1.0,-14.7,-17.8,77.2,1038.3,2.0,0.2,0.0,cma,76.0
201901020300,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,1.0,55.0,40.0,1.0,-7.4,-14.9,55.0,1035.9,7.0,0.8,0.0,cma,99.0
201901020400,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,1.0,55.0,40.0,1.0,-7.4,-14.9,55.0,1035.9,7.0,0.8,0.0,cma,99.0
201901020500,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,1.0,55.0,40.0,1.0,-7.4,-14.9,55.0,1035.9,7.0,0.8,0.0,cma,99.0
201901020600,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,70.0,1.0,0.2,-11.8,40.0,1029.4,7.0,3.8,0.0,cma,33.0
201901020700,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,70.0,1.0,0.2,-11.8,40.0,1029.4,7.0,3.8,0.0,cma,33.0
201901020800,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,58.0,70.0,1.0,0.2,-11.8,40.0,1029.4,7.0,3.8,0.0,cma,33.0
201901020900,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,69.0,160.0,3.0,1.1,-11.0,40.0,1030.3,7.0,0.1,0.0,cma,77.0
201901021000,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,69.0,160.0,3.0,1.1,-11.0,40.0,1030.3,7.0,0.1,0.0,cma,77.0
201901021100,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,69.0,160.0,3.0,1.1,-11.0,40.0,1030.3,7.0,0.1,0.0,cma,77.0
201901021200,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,62.0,200.0,4.0,-2.0,-11.0,50.1,1033.4,2.0,1.6,0.0,cma,175.0
201901021300,54218.0,1.0,3.0,2.0,80.0,250.0,3.0,14.1,-2.3,32.1,1007.9,7.0,0.4,0.0,cma,25.0,54662.0,1.0,3.0,2.0,61.0,290.0,3.0,19.6,10.3,54.9,1020.9,7.0,0.5,0.0,cma,49.0,54857.0,1.0,3.0,2.0,80.0,320.0,5.0,15.1,-4.3,25.9,1020.2,7.0,2.1,0.0,cma,8.0,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,12.6,-7.4,24.1,1023.8,7.0,1.4,0.0,cma,0.0,53845.0,1.0,3.0,2.0,62.0,200.0,4.0,-2.0,-11.0,50.1,1033.4,2.0,1.6,0.0,cma,175.0
