TM,PM10_yanan,PM10_qingdao,PM10_chifeng,PM10_dalian
202004201500,89.0,24.0,103.0,12.0
202004201800,62.0,16.0,45.0,23.0
202004202100,56.0,15.0,16.0,28.0
202004210000,100.0,24.0,113.0,5.0
202004210300,105.0,31.0,73.0,26.0
202004210600,73.0,24.0,20.0,18.0
202004210900,29.0,31.0,47.0,18.0
202004211200,29.0,14.0,195.0,26.0
202004211500,2.0,30.0,172.0,12.0
202004211800,61.0,14.0,140.0,22.0
202004212100,120.0,29.0,45.0,23.0
202004220000,42.0,25.0,115.0,28.0
202004220300,26.0,28.0,165.0,23.0
202004220600,19.0,21.0,35.0,22.0
202004220900,24.5,33.0,118.0,29.0
202004221200,30.0,18.0,110.0,33.0
202004221500,25.75,29.0,87.0,39.0
202004221800,21.5,11.0,75.0,28.0
202004222100,17.25,22.0,119.0,36.0
202004230000,13.0,19.0,127.0,23.0
202004230300,25.0,22.0,169.0,14.0
202004230600,43.0,21.0,116.0,29.0
202004230900,26.0,29.0,135.0,17.0
202004231200,41.0,13.0,78.0,17.0
202004231500,30.5,39.0,59.0,15.0
202004231800,20.0,10.0,31.0,13.0
202004232100,42.5,33.0,36.0,25.0
202004240000,65.0,21.0,72.0,22.0
202004240300,59.0,28.0,30.0,13.0
202004240600,90.0,26.0,13.0,19.0
202004240900,48.0,45.0,37.0,16.0
202004241200,35.0,51.0,65.0,11.0
202004241500,93.0,53.0,39.0,42.0
202004241800,22.0,47.0,8.0,42.0
202004242100,24.0,37.0,10.0,71.0
202004250000,43.0,48.0,52.0,60.0
202004250300,21.0,34.0,33.0,34.0
202004250600,53.0,24.0,8.0,73.0
202004250900,47.0,29.0,20.0,19.0
202004251200,42.0,41.0,124.0,22.0
202004251500,64.0,21.0,162.0,21.0
202004251800,89.0,55.0,65.0,25.0
202004252100,132.0,31.0,36.0,43.0
202004260000,113.0,15.0,150.0,17.0
202004260300,79.0,68.0,105.0,21.0
202004260600,18.0,47.0,56.0,9.0
202004260900,120.0,27.0,42.0,18.0
202004261200,189.0,25.0,143.0,20.0
202004261500,256.0,25.0,248.0,25.0
202004261800,142.0,50.0,101.0,17.0
202004262100,134.0,44.0,75.0,46.0
202004270000,171.0,65.0,66.0,30.0
202004270300,99.0,29.0,144.0,29.0
202004270600,163.0,43.0,129.0,22.0
202004270900,86.0,25.0,23.0,36.0
202004271200,134.0,36.0,79.0,17.0
202004271500,117.0,34.0,58.0,18.0
202004271800,75.0,33.0,171.0,26.0
202004272100,94.0,19.0,80.0,59.0
202004280000,79.0,36.0,79.0,38.0
202004280300,87.0,14.0,502.0,68.0
202004280600,81.0,25.0,163.0,82.0
202004280900,68.0,15.0,97.0,30.0
202004281200,157.0,33.0,149.0,41.0
202004281500,95.0,23.0,76.0,42.0
202004281800,85.0,39.0,38.0,45.0
202004282100,90.0,30.0,19.0,40.0
202004290000,104.0,48.0,67.0,60.0
202004290300,91.0,15.0,49.0,49.0
202004290600,19.0,25.0,72.0,54.0
202004290900,83.0,10.0,50.0,63.0
202004291200,67.0,15.0,65.0,83.0
202004291500,96.0,10.0,55.0,50.0
202004291800,116.0,17.0,61.0,46.0
202004292100,72.0,8.0,20.0,40.0
202004300000,85.0,20.0,84.0,34.0
202004300300,90.0,12.0,45.0,57.0
202004300600,28.0,14.0,56.0,43.0
202004300900,70.0,10.0,58.0,27.0
202004301200,75.0,20.0,30.0,11.0
202004301500,52.0,14.0,28.0,22.0
202004301800,33.0,24.0,23.0,21.0
202004302100,12.0,15.0,27.0,24.0
202005010000,44.0,34.0,31.0,24.0
202005010300,59.0,7.0,17.0,24.0
202005010600,54.0,34.0,54.0,12.0
202005010900,68.0,11.0,22.0,3.0
202005011200,53.0,20.0,71.0,16.0
202005011500,81.0,11.0,64.0,22.0
202005011800,52.0,17.0,48.0,50.0
202005012100,50.0,30.0,56.0,41.0
202005020000,59.0,14.0,41.0,51.0
202005020300,45.0,19.0,170.0,35.0
202005020600,35.0,19.0,53.0,44.0
202005020900,72.0,22.0,46.0,32.0
202005021200,60.0,33.0,46.0,58.0
202005021500,51.0,24.0,75.0,42.0
202005021800,70.0,47.0,74.0,35.0
202005022100,92.0,24.0,57.0,24.0
202005030000,100.5,49.0,137.0,22.0
202005030300,109.0,28.0,159.0,24.0
202005030600,82.5,54.0,33.0,27.0
202005030900,56.0,26.0,42.0,18.0
202005031200,69.0,39.0,62.0,202.0
202005031500,82.0,31.0,64.0,26.0
202005031800,47.0,44.0,62.0,28.0
202005032100,22.0,31.0,61.0,38.0
202005040000,18.0,52.0,61.0,39.0
202005040300,54.0,32.0,84.0,31.0
202005040600,31.0,55.0,99.0,86.0
202005040900,13.0,44.0,105.0,16.0
202005041200,32.0,51.0,93.0,15.0
202005041500,20.0,59.0,98.0,30.0
202005041800,34.0,25.0,81.0,52.0
202005042100,48.0,50.0,83.0,63.0
202005050000,95.0,25.0,73.0,33.0
202005050300,66.0,40.0,93.0,34.0
202005050600,70.0,26.0,292.0,35.0
202005050900,43.0,26.0,450.0,48.0
202005051200,48.0,25.0,152.0,63.0
202005051500,44.0,29.0,54.0,33.0
202005051800,47.0,15.0,34.0,37.0
202005052100,94.0,20.0,17.0,40.0
202005060000,16.0,7.0,40.0,74.0
202005060300,65.0,16.0,65.0,73.0
202005060600,24.0,11.0,11.0,50.0
202005060900,29.0,18.0,16.0,52.0
202005061200,46.0,23.0,64.0,45.0
202005061500,68.0,26.0,28.0,16.0
202005061800,33.0,10.0,20.0,19.0
202005062100,113.0,12.0,5.0,16.0
202005070000,28.0,17.0,35.0,10.0
202005070300,87.0,18.0,32.0,15.0
202005070600,33.0,31.0,25.0,12.0
202005070900,76.0,40.0,12.0,25.0
202005071200,40.0,19.0,36.0,21.0
202005071500,101.0,26.0,107.0,37.0
202005072100,40.0,19.0,58.0,33.0
202005080000,50.0,29.0,44.0,20.0
202005080300,62.0,17.0,118.0,22.0
202005080600,102.0,24.0,67.0,25.0
202005080900,8.0,19.0,42.0,28.0
202005081200,52.0,27.0,24.0,28.0
202005081500,58.0,21.0,28.0,19.0
202005081800,71.0,30.0,20.0,9.0
202005082100,21.0,15.0,28.0,16.0
202005090000,10.0,33.0,17.0,4.0
202005090300,35.0,26.0,43.0,10.0
202005090600,77.0,32.0,36.0,7.0
202005090900,64.0,20.0,122.0,9.0
202005091200,46.0,24.0,123.0,5.0
202005091500,78.0,19.0,190.0,15.0
202005091800,91.0,27.0,152.0,22.0
202005092100,51.0,24.0,193.0,44.0
202005100000,98.0,24.0,182.0,27.0
202005100300,38.0,10.0,237.0,64.0
202005100600,94.0,13.0,82.0,39.0
202005100900,65.0,6.0,31.0,19.0
202005101200,101.0,21.0,28.0,17.0
202005101500,34.0,16.0,76.0,27.0
202005101800,45.0,17.0,27.0,57.0
202005102100,15.0,15.0,29.0,42.0
202005110000,78.0,26.0,27.0,27.0
202005110300,62.0,7.0,70.0,16.0
202005110600,102.0,28.0,60.0,15.0
202005110900,18.0,3.0,73.0,8.0
202005111200,20.0,11.0,87.0,15.0
202005111500,50.0,15.0,145.0,34.0
202005111800,47.0,10.0,36.0,19.0
202005112100,59.0,6.0,46.0,18.0
202005120000,50.0,13.0,33.0,40.0
202005120300,48.0,9.0,54.0,34.0
202005120600,39.0,17.0,73.0,18.0
202005120900,30.0,7.0,87.0,41.0
202005121200,43.0,13.0,95.0,16.0
202005121500,24.0,14.0,102.0,14.0
202005121800,32.0,17.0,77.0,18.0
202005122100,38.0,8.0,74.0,25.0
202005130000,44.0,16.0,71.0,17.0
202005130300,37.0,9.0,221.0,26.0
202005130600,36.0,17.0,112.0,21.0
202005130900,26.0,12.0,130.0,25.0
202005131200,62.0,15.0,104.0,28.0
202005131500,32.0,16.0,98.0,45.0
202005131800,52.0,22.0,65.0,45.0
202005132100,33.0,8.0,63.0,45.0
202005140000,68.0,29.0,41.0,40.0
202005140300,49.0,23.0,74.0,41.0
202005140600,126.0,49.0,130.0,28.0
202005140900,36.0,38.0,127.0,29.0
202005141200,61.0,47.0,62.0,31.0
202005141500,54.0,58.0,127.0,33.0
202005141800,123.0,50.0,138.0,30.0
202005142100,54.0,37.0,112.0,27.0
202005150000,78.0,41.0,79.0,20.0
202005150300,58.0,46.0,104.0,27.0
202005150600,95.0,25.0,102.0,11.0
202005150900,68.0,42.0,83.0,10.0
202005151200,87.0,70.0,47.0,15.0
202005151500,35.0,11.0,75.0,13.0
202005151800,52.0,28.0,51.0,13.0
202005152100,63.0,40.0,101.0,23.0
202005160000,131.0,61.0,168.0,17.0
202005160300,83.0,38.0,171.0,19.0
202005160600,62.0,32.0,59.0,8.0
202005160900,16.0,41.0,144.0,10.0
202005161200,33.0,38.0,402.0,11.0
202005161500,59.0,10.0,2312.0,7.0
202005161800,41.5,63.0,2307.0,10.0
202005162100,24.0,37.0,1046.0,22.0
202005170000,46.0,45.0,1202.0,26.0
202005170300,41.0,33.0,2385.0,41.0
202005170600,1.0,55.0,727.0,41.0
202005170900,23.0,5.0,203.0,52.0
202005171200,28.0,17.0,96.0,28.0
202005171500,31.0,12.0,61.0,24.0
202005171800,58.0,22.0,24.0,28.0
202005172100,33.0,11.0,25.0,25.0
202005180000,27.0,20.0,36.0,24.0
202005180300,44.0,17.0,73.0,18.0
202005180600,52.0,22.0,90.0,5.0
202005180900,42.0,18.0,58.0,16.0
202005181200,46.0,35.0,49.0,20.0
202005181500,88.0,39.0,69.0,22.0
202005181800,41.0,69.0,172.0,30.0
202005182100,20.0,66.0,64.0,22.0
202005190000,15.0,111.0,109.0,19.0
202005190300,14.0,116.0,67.0,12.0
202005190600,13.0,86.0,244.0,17.0
202005190900,31.0,27.0,44.0,4.0
202005191200,27.0,101.0,699.0,26.0
202005191500,43.0,89.0,102.0,12.0
202005191800,66.0,109.0,39.0,8.0
202005192100,54.0,95.0,38.0,30.0
202005200000,134.0,127.0,33.0,36.0
202005200300,72.0,77.0,77.0,29.0
202005200600,86.0,88.0,35.0,20.0
202005200900,51.0,33.0,23.0,23.0
202005201200,100.0,73.0,36.0,22.0
202005201500,84.0,38.0,19.0,20.0
202005201800,92.0,41.0,17.0,42.0
202005202100,77.0,8.0,12.0,39.0
202005210000,77.0,22.0,14.0,34.0
202005210300,78.0,3.0,23.0,21.0
202005210600,52.0,23.0,8.0,27.0
202005210900,88.0,12.0,12.0,11.0
202005211200,73.0,27.0,10.0,23.0
202005211500,96.0,18.0,49.0,27.0
202005211800,88.0,29.0,66.0,21.0
202005212100,92.0,15.0,34.0,17.0
202005220000,27.0,31.0,30.0,24.0
202005220300,29.5,6.0,33.0,19.0
202005220600,32.0,25.0,93.0,18.0
202005220900,117.0,13.0,166.0,12.0
202005221200,62.0,27.0,97.0,21.0
202005221500,26.0,16.0,196.0,20.0
202005221800,9.0,27.0,216.0,26.0
202005222100,28.0,15.0,28.0,34.0
202005230000,3.0,28.0,13.0,33.0
202005230600,12.0,11.0,57.0,40.0
202005231200,14.0,15.0,17.0,17.0
202005231800,41.5,2.0,10.0,21.0
202005240000,69.0,11.0,22.0,42.0
202005240600,57.0,12.0,25.0,17.0
202005241200,53.0,23.0,16.0,3.0
202005241800,70.0,14.0,15.0,18.0
202005250000,26.0,21.0,19.0,16.0
202005250600,47.0,7.0,18.0,15.0
202005251200,20.0,22.0,58.0,16.0
202005251800,4.0,14.0,26.0,36.0
202005260000,16.0,23.0,36.0,86.0
202005260600,8.0,18.0,81.0,12.0
202005261200,7.0,24.0,158.0,19.0
202005261800,6.0,22.0,65.0,18.0
202005270000,61.0,27.0,29.0,47.0
202005270600,46.0,11.0,115.0,31.0
202005271200,16.0,71.0,43.0,29.0
202005271800,18.0,12.0,15.0,47.0
202005272100,82.0,36.0,13.0,38.0
202005280000,68.0,12.0,32.0,40.0
202005280300,59.0,17.0,20.0,59.0
202005280600,10.0,16.0,11.0,62.0
202005280900,23.0,24.0,8.0,39.0
202005281200,69.0,17.0,19.0,29.0
202005281500,3.0,26.0,19.0,27.0
202005281800,29.0,17.0,8.0,26.0
202005282100,55.0,64.0,11.0,13.0
202005290000,90.0,57.0,56.0,22.0
202005290300,44.0,110.0,41.0,40.0
202005290600,75.0,15.0,25.0,24.0
202005290900,64.0,50.0,21.0,8.0
202005291200,80.0,11.0,41.0,6.0
202005291500,44.0,73.0,137.0,20.0
202005291800,3.0,16.0,39.0,14.0
202005292100,52.0,25.0,41.0,14.0
202005300000,54.0,21.0,40.0,12.0
202005300300,18.0,29.0,24.0,23.0
202005300600,52.5,9.0,14.0,23.0
202005300900,87.0,17.0,18.0,28.0
202005301200,100.0,4.0,33.0,32.0
202005301500,41.0,35.0,67.0,25.0
202005301800,117.0,16.0,53.0,49.0
202005302100,9.0,42.0,63.0,28.0
202005310000,35.0,16.0,111.0,51.0
202005310300,58.0,24.0,212.0,39.0
202005310600,81.0,19.0,79.0,44.0
202005310900,48.0,28.0,30.0,13.0
202005311200,116.0,21.0,36.0,30.0
202005311500,18.0,31.0,148.0,20.0
202005311800,43.0,7.0,73.0,10.0
202005312100,60.0,17.0,93.0,20.0
202006010000,95.0,40.0,137.0,18.0
202006010300,39.0,28.0,190.0,18.0
202006010600,91.0,23.0,79.0,8.0
202006010900,44.0,39.0,41.0,11.0
202006011200,86.0,15.0,46.0,37.0
202006011500,35.0,45.0,91.0,21.0
202006011800,89.0,55.0,17.0,25.0
202006012100,50.0,31.0,15.0,21.0
202006020000,101.0,24.0,24.0,14.0
202006020300,19.0,38.0,15.0,28.0
202006020600,63.0,37.0,12.0,31.0
202006020900,76.0,61.0,10.0,18.0
202006021200,47.5,57.0,15.0,17.0
202006021500,19.0,74.0,30.0,24.0
202006021800,18.0,38.0,8.0,23.0
202006022100,33.0,49.0,15.0,20.0
202006030000,151.0,31.0,24.0,21.0
202006030300,79.0,32.0,12.0,12.0
202006030600,79.0,28.0,8.0,12.0
202006030900,59.0,29.0,11.0,16.0
202006031200,86.0,8.0,14.0,32.0
202006031500,81.0,29.0,47.0,35.0
202006031800,62.0,8.0,4.0,80.0
202006032100,24.0,23.0,12.0,70.0
202006040000,53.0,13.0,14.0,56.0
202006040300,70.0,15.0,20.0,60.0
202006040600,31.0,14.0,12.0,75.0
202006040900,24.0,18.0,5.0,37.0
202006041200,44.0,12.0,15.0,47.0
202006041800,25.0,17.0,44.0,14.0
202006042100,20.0,11.0,60.0,29.0
202006050000,15.0,7.0,77.0,19.0
202006050300,16.0,17.0,185.0,36.0
202006050600,23.0,70.0,197.0,41.0
202006050900,42.0,22.0,42.0,14.0
202006051200,42.0,26.0,15.0,11.0
202006051500,48.0,9.0,47.0,14.0
202006051800,30.0,30.0,79.0,11.0
202006052100,54.0,10.0,35.0,29.0
202006060000,14.0,17.0,32.0,41.0
202006060300,124.0,20.0,31.0,44.0
202006060600,42.0,19.0,18.0,44.0
202006060900,16.0,12.0,12.0,17.0
202006061200,35.0,16.0,19.0,14.0
202006061500,82.0,7.0,14.0,16.0
202006061800,46.0,14.0,12.0,29.0
202006062100,88.0,5.0,7.0,38.0
202006070000,52.0,19.0,33.0,46.0
202006070300,5.0,15.0,17.0,17.0
202006070600,99.0,24.0,24.0,26.0
202006070900,193.0,16.0,9.0,19.0
202006071200,116.5,25.0,10.0,37.0
202006071500,40.0,27.0,14.0,25.0
202006071800,31.5,46.0,81.0,38.0
202006072100,23.0,41.0,97.0,14.0
202006080000,22.0,55.0,86.0,22.0
202006080300,34.0,35.0,305.0,49.0
202006080600,53.0,39.0,238.0,24.0
202006080900,78.0,44.0,32.0,7.0
202006081200,47.5,79.0,23.0,21.0
202006081500,17.0,29.0,26.0,22.0
202006081800,15.0,101.0,35.0,46.0
202006082100,43.0,12.0,38.0,35.0
202006090000,57.0,41.0,44.0,22.0
202006090300,102.0,40.0,44.0,29.0
202006090600,100.0,49.0,16.0,31.0
202006090900,78.0,17.0,14.0,15.0
202006091200,52.0,45.0,10.0,18.0
202006091500,68.0,19.0,21.0,31.0
202006091800,39.0,32.0,30.0,38.0
202006092100,38.0,16.0,36.0,28.0
202006100000,37.0,37.0,27.0,37.0
202006100300,63.0,24.0,61.0,36.0
202006100600,27.0,38.0,42.0,27.0
202006100900,21.0,22.0,35.0,31.0
202006101200,19.0,33.0,22.0,40.0
202006101500,67.0,7.0,57.0,1.0
202006101800,22.0,37.0,31.0,24.0
202006102100,31.0,24.0,38.0,24.0
202006110000,31.0,39.0,111.0,1.0
202006110300,94.0,20.0,140.0,19.0
202006110600,46.0,37.0,289.0,9.0
202006110900,100.0,21.0,177.0,28.0
202006111200,92.0,44.0,154.0,2.0
202006111500,84.0,27.0,105.0,19.0
202006111800,30.0,75.0,191.0,43.0
202006112100,40.0,21.0,90.0,43.0
202006120000,39.5,33.0,97.0,50.0
202006120300,39.0,23.0,509.0,35.0
202006120600,63.0,41.0,53.0,29.0
202006120900,154.0,22.0,36.0,12.0
202006121200,109.0,36.0,29.0,49.0
202006121500,64.0,18.0,20.0,21.0
202006121800,60.0,35.0,74.0,38.0
202006122100,122.0,20.0,137.0,28.0
202006130000,214.5,37.0,36.0,37.0
202006130300,307.0,27.0,55.0,18.0
202006130600,144.0,37.0,21.0,9.0
202006130900,217.0,7.0,17.0,17.0
202006131200,69.0,24.0,16.0,2.0
202006131500,38.0,11.0,47.0,10.0
202006131800,23.0,11.0,192.0,22.0
202006132100,1.0,4.0,22.0,20.0
202006140000,8.0,19.0,32.0,20.0
202006140300,29.0,5.0,38.0,24.0
202006140600,26.0,7.0,41.0,16.0
202006140900,23.5,7.0,18.0,17.0
202006141200,21.0,18.0,27.0,13.0
202006141500,30.0,49.0,82.0,58.0
202006141800,18.0,20.0,125.0,3.0
202006142100,32.333333333333336,19.0,143.0,14.0
202006150000,46.66666666666667,31.0,60.0,87.0
202006150300,61.0,24.0,78.0,12.0
202006150600,21.0,20.0,33.0,38.0
202006150900,60.0,25.0,22.0,91.0
202006151200,27.0,30.0,18.0,20.0
202006151500,7.0,30.0,97.0,33.0
202006151800,26.0,45.0,29.0,20.0
202006152100,32.0,21.0,10.0,32.0
202006160000,153.0,50.0,14.0,35.0
202006160300,153.0,27.0,19.0,32.0
202006160600,94.0,40.0,17.0,22.0
202006160900,167.0,23.0,13.0,19.0
202006161200,108.0,85.0,15.0,11.0
202006161500,127.0,52.0,41.0,13.0
202006161800,136.0,103.0,61.0,30.0
202006162100,74.0,45.0,16.0,26.0
202006170000,132.0,59.0,15.0,31.0
202006170300,144.0,65.0,29.0,25.0
202006170600,102.0,128.0,18.0,27.0
202006170900,107.0,74.0,16.0,47.0
202006171200,112.0,94.0,21.0,59.0
202006171500,101.0,22.0,29.0,42.0
202006171800,99.0,37.0,16.0,33.0
202006172100,118.0,31.0,8.0,38.0
202006180000,20.0,57.0,13.0,33.0
202006180300,108.0,74.0,27.0,59.0
202006180600,100.0,105.0,18.0,59.0
202006180900,99.0,49.0,56.0,40.0
202006181200,64.0,45.0,21.0,26.0
202006181500,48.0,10.0,43.0,44.0
202006181800,59.0,30.0,98.0,70.0
202006182100,105.0,16.0,22.0,47.0
202006190000,116.0,30.0,47.0,23.0
202006190300,183.0,26.0,36.0,53.0
202006190600,74.0,15.0,30.0,60.0
202006190900,110.0,12.0,16.0,24.0
202006191200,165.0,21.0,43.0,21.0
202006191500,51.0,11.0,118.0,47.0
202006191800,43.0,10.0,19.0,21.0
202006192100,33.0,4.0,22.0,50.0
202006200000,22.5,8.0,26.357142857142858,44.0
202006200300,12.0,16.0,30.714285714285715,43.0
202006200600,1.0,9.0,35.07142857142857,98.0
202006200900,16.0,5.0,39.42857142857143,39.0
202006201200,26.5,13.0,43.78571428571429,41.0
202006201500,37.0,12.0,48.14285714285714,53.0
202006201800,49.0,20.0,52.5,74.0
202006202100,54.5,6.0,56.85714285714286,99.0
202006210000,60.0,16.0,61.214285714285715,76.0
202006210300,148.0,9.0,65.57142857142858,59.0
202006210600,53.0,19.0,69.92857142857143,58.0
202006210900,43.0,19.0,74.28571428571428,11.0
202006211200,31.0,29.0,78.64285714285714,2.0
202006211500,25.0,15.0,83.0,23.0
202006211800,209.0,26.0,75.0,31.0
202006212100,32.0,17.0,42.0,28.0
202006220000,44.0,49.0,51.0,25.0
202006220300,118.0,25.0,44.0,15.0
202006220600,30.0,25.0,52.0,34.0
202006220900,32.5,17.0,156.0,16.0
202006221200,35.0,31.0,100.0,29.0
202006221500,24.0,23.0,72.0,19.0
202006221800,13.0,24.0,142.0,26.0
202006222100,10.0,9.0,46.0,30.0
202006230000,26.0,20.0,54.0,7.0
202006230300,92.0,24.0,46.0,35.0
202006230600,96.0,32.0,34.0,43.0
202006230900,66.0,21.0,29.0,24.0
202006231200,35.0,28.0,85.0,25.0
202006231500,52.0,9.0,33.0,37.0
202006231800,52.0,34.0,19.0,32.0
202006232100,61.0,4.0,15.0,14.0
202006240000,61.5,15.0,57.0,10.0
202006240300,62.0,8.0,62.0,11.0
202006240600,58.0,9.0,25.0,20.0
202006240900,63.0,1.0,20.0,13.0
202006241200,31.0,6.0,42.0,15.0
202006241500,93.0,4.0,45.0,9.0
202006241800,80.0,11.0,49.0,16.0
202006242100,94.0,7.0,28.0,7.0
202006250000,227.0,13.0,124.0,16.0
202006250300,117.5,10.0,40.0,4.0
202006250600,8.0,18.0,75.0,9.0
202006250900,226.0,21.0,41.0,5.0
202006251200,128.0,26.0,63.0,24.0
202006251500,104.0,18.0,80.0,11.0
202006251800,166.0,22.0,86.0,23.0
202006252100,8.0,21.0,67.0,42.0
202006260000,4.0,52.0,69.0,80.0
202006260300,53.0,24.0,35.0,23.0
202006260600,61.0,20.0,78.0,37.0
202006260900,59.0,33.0,108.0,4.0
202006261200,57.5,35.0,63.0,10.0
202006261500,56.0,29.0,56.0,33.0
202006261800,55.0,48.0,132.0,70.0
202006262100,13.0,1.0,54.0,47.0
202006270000,158.0,12.0,132.0,69.0
202006270300,83.0,14.0,83.0,65.0
202006270600,29.0,48.0,144.0,80.0
202006270900,50.0,9.0,186.0,41.0
202006271200,64.0,12.0,195.0,41.0
202006271500,60.0,10.0,208.0,21.0
202006271800,48.0,11.0,94.0,52.0
202006272100,41.333333333333336,9.0,61.0,38.0
202006280000,34.666666666666664,14.0,143.0,24.0
202006280300,28.0,13.0,82.0,38.0
202006280600,34.0,15.0,35.0,75.0
202006280900,34.666666666666664,4.0,16.0,18.0
202006281200,35.333333333333336,14.0,37.0,33.0
202006281500,36.0,2.0,28.0,22.0
202006281800,38.0,2.0,100.0,31.0
202006282100,73.0,3.0,20.0,35.0
202006290000,106.0,11.0,20.0,54.0
202006290300,139.0,13.0,25.0,50.0
202006290600,56.0,8.0,9.0,63.0
202006290900,41.5,10.0,7.0,34.0
202006291200,27.0,10.0,29.0,24.0
202006291500,52.0,2.0,14.0,30.0
202006291800,51.0,11.0,17.0,19.0
202006292100,2.0,15.0,25.0,27.0
202006300000,296.0,27.0,13.0,61.0
202006300300,166.0,20.0,16.0,21.0
202006300600,135.0,22.0,9.0,39.0
202006300900,14.0,9.0,8.0,30.0
202006301200,105.0,18.0,9.0,49.0
202006301500,99.0,9.0,39.0,23.0
202006301800,72.0,16.0,15.0,16.0
202006302100,86.0,13.0,18.0,39.0
202007010000,158.0,18.0,26.0,46.0
202007010300,86.0,15.0,31.0,79.0
202007010600,110.0,19.0,14.0,73.0
202007010900,41.0,10.0,32.0,44.0
202007011200,118.0,22.0,61.0,17.0
202007011500,54.0,6.0,27.0,13.0
202007011800,36.5,15.0,71.0,14.0
202007012100,19.0,10.0,34.0,20.0
202007020000,188.0,38.0,118.0,23.0
202007020300,48.0,20.0,156.0,37.0
202007020600,133.0,16.0,196.0,33.0
202007020900,30.0,7.0,126.0,11.0
202007021200,46.0,23.0,130.0,47.0
202007021500,32.0,10.0,319.0,82.0
202007021800,105.0,63.0,191.0,68.0
202007022100,27.0,16.0,41.0,67.0
202007030000,33.0,13.0,29.0,62.0
202007030300,8.0,13.0,24.0,14.0
202007030600,409.0,16.0,32.0,20.0
202007030900,810.0,7.0,11.0,22.0
202007031200,239.0,16.0,8.0,2.0
202007031500,21.0,34.0,27.0,14.0
202007031800,35.0,24.0,15.0,29.0
202007032100,11.0,13.0,15.0,16.0
202007040000,13.0,49.0,138.0,45.0
202007040300,15.75,58.0,41.0,19.0
202007040600,18.5,68.0,35.0,48.0
202007040900,21.25,37.0,18.0,1.0
202007041200,24.0,35.0,31.0,43.0
202007041500,14.0,19.5,23.0,33.0
202007041800,10.0,4.0,14.0,20.0
202007042100,6.0,22.0,20.0,43.0
202007050000,109.0,26.0,25.0,58.0
202007050300,51.0,34.0,13.0,15.0
202007050600,78.0,32.0,23.0,30.0
202007050900,84.0,19.0,19.0,6.0
202007051200,78.0,31.0,31.0,27.0
202007051500,61.0,29.0,47.0,151.0
202007051800,28.0,32.0,1.0,23.0
202007052100,49.0,55.0,20.0,16.0
202007060000,45.0,58.0,50.0,2.0
202007060300,21.0,23.0,43.0,30.0
202007060600,51.0,10.0,34.0,35.0
202007060900,21.0,13.0,29.0,10.0
202007061200,67.0,14.0,38.0,31.0
202007061500,25.0,9.0,28.0,24.0
202007061800,20.0,10.0,50.0,17.0
202007062100,24.5,18.0,47.0,31.0
202007070000,29.0,23.0,19.0,32.0
202007070300,66.0,21.0,21.0,24.0
202007070600,38.0,20.0,11.0,58.0
202007070900,25.0,9.0,17.0,1.0
202007071200,104.0,15.0,29.0,10.0
202007071500,19.0,16.0,37.0,63.0
202007071800,2.0,22.0,15.0,36.0
202007072100,22.0,9.0,17.0,28.0
202007080000,79.0,13.0,39.0,48.0
202007080300,92.0,23.0,12.0,46.0
202007080600,68.0,30.0,17.0,61.0
202007080900,50.0,21.0,12.0,1.0
202007081200,104.0,40.0,26.0,1.0
202007081500,158.0,34.0,30.0,44.0
202007081800,159.0,13.0,11.0,24.0
202007082100,130.0,15.0,19.0,74.0
202007090000,122.0,15.0,19.0,82.0
202007090300,85.0,6.0,12.0,35.0
202007090600,91.0,13.0,21.0,73.0
202007090900,113.5,6.0,7.0,36.0
202007091200,136.0,13.0,7.0,43.0
202007091500,148.0,26.0,22.0,8.0
202007091800,20.0,2.0,9.0,35.0
202007092100,23.5,12.0,11.0,38.0
202007100000,27.0,171.0,35.0,41.0
202007100300,27.0,8.0,19.0,33.0
202007100600,7.0,8.0,19.0,21.0
202007100900,24.0,7.0,20.0,49.0
202007101200,79.0,24.0,35.0,21.0
202007101500,34.0,5.0,22.0,26.0
202007101800,36.5,19.0,12.0,34.0
202007102100,39.0,26.0,15.0,46.0
202007110000,53.0,28.0,127.0,66.0
202007110300,81.0,19.0,28.0,55.0
202007110600,4.0,55.0,24.0,50.0
202007110900,51.0,26.0,10.0,28.0
202007111200,84.0,43.0,16.0,26.0
202007111500,52.0,29.0,46.0,29.0
202007111800,20.0,29.0,22.0,28.0
202007112100,18.0,11.0,26.0,19.0
202007120000,50.0,14.0,28.0,32.0
202007120300,74.0,15.0,25.0,27.0
202007120600,112.0,15.0,32.0,19.0
202007120900,54.0,13.0,24.0,9.0
202007121200,107.0,21.0,53.0,14.0
202007121500,81.66666666666666,23.0,147.0,20.0
202007121800,56.33333333333333,38.0,139.0,16.0
202007122100,31.0,6.0,72.0,33.0
202007130000,102.0,24.0,107.0,22.0
202007130300,38.0,19.0,128.0,28.0
202007130600,16.0,20.0,173.0,27.0
202007130900,58.0,16.0,83.0,8.0
202007131200,91.0,24.0,79.0,21.0
202007131500,17.0,8.0,86.0,22.0
202007131800,15.0,23.0,39.0,22.0
202007132100,49.0,22.0,21.0,16.0
202007140000,83.0,28.0,60.0,11.0
202007140300,31.0,15.0,76.0,30.0
202007140600,39.0,29.0,83.0,13.0
202007140900,25.0,33.0,43.0,4.0
202007141200,55.0,39.0,50.0,5.0
202007141500,66.0,1.0,178.0,21.0
