TM,PM10_yanan,PM10_tongliao,PM10_qingdao,PM10_chifeng,PM10_dalian
202108121200,229.0,42.0,46.0,24.0,31.0
202108121500,405.0,37.0,41.0,19.0,39.0
202108121800,433.0,27.0,64.0,15.0,33.0
202108122100,161.0,15.0,50.0,15.0,29.0
202108130000,298.0,8.0,74.0,33.0,40.0
202108130300,230.0,28.0,79.0,37.0,28.0
202108130600,166.0,40.0,62.0,14.0,36.0
202108130900,188.0,35.0,298.0,11.0,24.0
202108131200,171.0,17.0,34.0,38.0,30.0
202108131500,181.0,31.0,38.0,38.0,108.0
202108131800,152.0,21.0,22.0,3.0,43.0
202108132100,228.0,20.0,21.0,25.0,45.0
202108140000,113.0,10.0,25.0,13.0,39.0
202108140300,-99.0,27.0,30.0,8.0,37.0
202108140600,88.0,27.0,29.0,8.0,32.0
202108140900,97.0,38.0,44.0,15.0,33.0
202108141200,130.0,43.0,33.0,8.0,24.0
202108141500,275.0,24.0,34.0,1.0,44.0
202108141800,-3.0,12.0,24.0,3.0,19.0
202108142100,144.0,18.0,19.0,13.0,71.0
202108150000,66.0,11.0,30.0,25.0,46.0
202108150300,-29.0,15.0,21.0,18.0,48.0
202108150600,157.0,39.0,20.0,16.0,45.0
202108150900,86.0,30.0,32.0,9.0,36.0
202108151200,92.0,20.0,25.0,5.0,27.0
202108151500,44.0,31.0,26.0,5.0,33.0
202108151800,22.0,22.0,27.0,4.0,49.0
202108152100,134.0,34.0,36.0,12.0,41.0
202108160000,-49.0,23.0,48.0,39.0,41.0
202108160300,32.0,20.0,23.0,82.0,34.0
202108160600,-15.0,18.0,20.0,41.0,20.0
202108160900,50.0,16.0,26.0,18.0,23.0
202108161200,57.0,17.0,28.0,30.0,32.0
202108161500,57.0,15.0,36.0,28.0,21.0
202108161800,4.0,17.0,75.0,11.0,39.0
202108162100,81.0,14.0,85.0,84.0,41.0
202108170000,286.0,17.0,44.0,26.0,31.0
202108170300,-24.0,17.0,36.0,6.0,44.0
202108170600,59.0,19.0,40.0,10.0,30.0
202108170900,-25.0,30.0,31.0,13.0,30.0
202108171200,37.0,30.0,30.0,10.0,29.0
202108171500,77.0,36.0,39.0,21.0,28.0
202108171800,-8.0,8.0,28.0,21.0,2.0
202108172100,118.0,10.0,43.0,15.0,34.0
202108180000,131.0,11.0,30.0,41.0,39.0
202108180300,-37.0,36.0,35.0,58.0,52.0
202108180600,48.0,55.0,24.0,35.0,41.0
202108180900,72.0,72.0,31.0,35.0,18.0
202108181200,56.0,19.0,37.0,17.0,26.0
202108181500,62.0,46.0,48.0,18.0,19.0
202108181800,43.0,25.0,60.0,24.0,8.0
202108182100,56.0,8.0,81.0,30.0,24.0
202108190000,124.0,32.0,86.0,26.0,16.0
202108190300,111.0,44.0,159.0,17.0,23.0
202108190600,47.0,21.0,69.0,13.0,14.0
202108190900,19.0,80.0,42.0,15.0,38.0
202108191200,28.0,84.0,30.0,20.0,7.0
202108191500,37.0,1.0,41.0,24.0,23.0
202108191800,59.0,20.0,15.0,3.0,30.0
202108192100,62.0,6.0,35.0,33.0,20.0
202108200000,35.0,11.0,56.0,47.0,17.0
202108200300,73.0,30.0,79.0,13.0,14.0
202108200600,33.0,26.0,33.0,19.0,19.0
202108200900,26.0,43.0,34.0,15.0,17.0
202108201200,212.0,26.0,33.0,7.0,14.0
202108201500,-30.0,52.0,25.0,37.0,27.0
202108201800,-15.0,19.0,34.0,21.0,10.0
202108202100,31.0,15.0,27.0,41.0,18.0
202108210000,14.0,9.0,34.0,43.0,14.0
202108210600,-30.0,14.0,38.0,37.0,16.0
202108210900,-8.0,10.0,19.0,29.0,1.0
202108211200,-51.0,15.0,23.0,54.0,11.0
202108211500,5.0,19.0,18.0,26.0,22.0
202108211800,-43.0,22.0,19.0,10.0,34.0
202108212100,9.0,24.0,16.0,17.0,45.0
202108220000,50.0,14.0,18.0,20.0,40.0
202108220300,-8.0,32.0,41.0,28.0,30.0
202108220600,20.0,14.0,74.0,41.0,12.0
202108220900,47.0,25.0,65.0,43.0,71.0
202108221200,-5.0,14.0,81.0,47.0,14.0
202108221500,-17.0,24.0,79.0,48.0,47.0
202108221800,-22.0,29.0,92.0,25.0,48.0
202108222100,139.0,16.0,80.0,32.0,67.0
202108230000,-144.0,5.0,122.0,29.0,41.0
202108230300,-61.0,12.0,140.0,39.0,25.0
202108230600,24.0,34.0,137.0,26.0,28.0
202108230900,-21.0,12.0,116.0,36.0,39.0
202108231200,36.0,12.0,134.0,48.0,2.0
202108231500,58.0,11.0,93.0,50.0,14.0
202108231800,5.0,7.0,72.0,22.0,23.0
202108232100,94.0,4.0,81.0,24.0,17.0
202108240000,-16.0,15.0,93.0,47.0,15.0
202108240300,-14.0,21.0,93.0,19.0,12.0
202108240600,-117.0,30.0,112.0,12.0,5.0
202108240900,21.0,10.0,166.0,17.0,17.0
202108241200,46.0,3.0,62.0,16.0,11.0
202108241500,55.0,4.0,39.0,19.0,2.0
202108241800,17.0,12.0,52.0,16.0,13.0
202108242100,101.0,3.0,35.0,12.0,27.0
202108250000,26.0,11.0,36.0,28.0,34.0
202108250300,133.0,12.0,21.0,27.0,47.0
202108250600,-74.0,31.0,41.0,48.0,24.0
202108250900,15.0,14.0,42.0,49.0,21.0
202108251200,-12.0,17.0,50.0,51.0,30.0
202108251500,-23.0,9.0,47.0,6.0,45.0
202108251800,-22.0,9.0,29.0,25.0,21.0
202108252100,257.0,12.0,24.0,5.0,34.0
202108260000,48.0,16.0,21.0,48.0,29.0
202108260300,7.0,16.0,53.0,37.0,31.0
202108260600,-144.0,30.0,21.0,44.0,18.0
202108260900,30.0,18.0,26.0,21.0,21.0
202108261200,17.0,17.0,23.0,25.0,31.0
202108261500,9.0,19.0,36.0,19.0,19.0
202108261800,19.0,18.0,38.0,19.0,15.0
202108262100,45.0,16.0,85.0,27.0,49.0
202108270000,51.0,17.0,81.0,40.0,9.0
202108270300,39.0,19.0,90.0,42.0,15.0
202108270600,23.0,40.0,27.0,51.0,13.0
202108270900,82.0,23.0,24.0,31.0,10.0
202108271200,39.0,26.0,29.0,23.0,19.0
202108271500,43.0,46.0,32.0,22.0,68.0
202108271800,14.0,24.0,45.0,17.0,24.0
202108272100,103.0,12.0,32.0,24.0,47.0
202108280000,-21.0,31.0,25.0,52.0,16.0
202108280300,-38.0,50.0,23.0,33.0,32.0
202108280600,106.0,55.0,48.0,34.0,31.0
202108280900,48.0,45.0,60.0,37.0,25.0
202108281200,32.0,43.0,71.0,6.0,45.0
202108281500,15.0,37.0,69.0,20.0,37.0
202108281800,12.0,28.0,77.0,25.0,60.0
202108282100,10.0,11.0,88.0,38.0,41.0
202108290000,-60.0,20.0,91.0,33.0,62.0
202108290300,173.0,25.0,77.0,32.0,29.0
202108290600,94.0,41.0,88.0,26.0,34.0
202108290900,41.0,40.0,73.0,20.0,29.0
202108291200,32.0,28.0,113.0,41.0,19.0
202108291500,112.0,21.0,124.0,28.0,27.0
202108291800,-2.0,30.0,180.0,46.0,29.0
202108292100,59.0,28.0,178.0,66.0,53.0
202108300000,-211.0,38.0,168.0,61.0,42.0
202108300300,1.0,46.0,162.0,48.0,41.0
202108300600,26.0,40.0,147.0,43.0,40.0
202108300900,159.0,43.0,169.0,47.0,2.0
202108301200,153.0,67.0,307.0,29.0,46.0
202108301500,141.0,103.0,209.0,18.0,38.0
202108301800,76.0,44.0,102.0,26.0,43.0
202108302100,121.0,34.0,60.0,52.0,70.0
202108310000,-74.0,42.0,58.0,55.0,58.0
202108310300,143.0,47.0,56.0,62.0,50.0
202108310600,21.0,43.0,51.0,53.0,78.0
202108310900,165.0,42.0,37.0,38.0,56.0
202108311500,77.0,53.0,46.0,24.0,7.0
202108311800,38.0,41.0,47.0,28.0,25.0
202108312100,33.0,31.0,40.0,43.0,29.0
202109010000,61.0,7.0,41.0,35.0,40.0
202109010300,-64.0,38.0,63.0,29.0,37.0
202109010600,278.0,70.0,51.0,33.0,33.0
202109010900,67.0,53.0,27.0,35.0,18.0
202109011200,31.0,54.0,24.0,14.0,23.0
202109011500,141.0,78.0,15.0,7.0,31.0
202109011800,8.0,38.0,15.0,7.0,26.0
202109012100,28.0,42.0,6.0,17.0,113.0
202109020000,174.0,6.0,11.0,31.0,57.0
202109020300,27.0,32.0,28.0,28.0,60.0
202109020600,5.0,37.0,30.0,24.0,48.0
202109020900,-13.0,34.0,36.0,25.0,9.0
202109021200,214.0,43.0,47.0,24.0,24.0
202109021500,31.0,41.0,68.0,19.0,43.0
202109021800,76.0,37.0,73.0,7.0,84.0
202109022100,233.0,44.0,103.0,23.0,57.0
202109030000,164.0,23.0,130.0,60.0,60.0
202109030300,174.0,11.0,92.0,19.0,87.0
202109030600,9.0,12.0,65.0,50.0,6.0
202109030900,61.0,15.0,56.0,29.0,-1.0
202109031200,-13.0,10.0,81.0,34.0,28.0
202109031500,104.0,6.0,152.0,0.0,35.0
202109031800,-24.0,10.0,125.0,5.0,33.0
202109032100,58.0,9.0,118.0,17.0,21.0
202109040000,63.0,32.0,95.0,21.0,35.0
202109040300,119.0,44.0,108.0,15.0,14.0
202109040600,-175.0,34.0,101.0,8.0,17.0
202109040900,84.0,13.0,84.0,8.0,21.0
202109041200,-1.0,9.0,82.0,10.0,14.0
202109041500,170.0,20.0,86.0,11.0,16.0
202109041800,79.0,40.0,78.0,28.0,13.0
202109042100,45.0,37.0,66.0,23.0,27.0
202109050000,81.0,34.0,75.0,85.0,7.0
202109050300,225.0,34.0,62.0,30.0,9.0
202109050600,112.0,19.0,36.0,19.0,7.0
202109050900,61.0,16.0,37.0,14.0,17.0
202109051200,50.0,24.0,44.0,17.0,11.0
202109051500,32.0,21.0,56.0,17.0,17.0
202109051800,43.0,11.0,70.0,6.0,17.0
202109052100,116.0,1.0,57.0,15.0,23.0
202109060000,-113.0,30.0,90.0,63.0,15.0
202109060300,197.0,45.0,99.0,47.0,16.0
202109060600,128.0,35.0,53.0,23.0,7.0
202109060900,30.0,23.0,37.0,14.0,37.0
202109061200,28.0,21.0,33.0,12.0,16.0
202109061500,-2.0,19.0,51.0,6.0,9.0
202109061800,33.0,15.0,44.0,6.0,29.0
202109062100,16.0,5.0,42.0,20.0,14.0
202109070000,49.0,11.0,37.0,39.0,8.0
202109070300,68.0,70.0,50.0,15.0,25.0
202109070600,-38.0,19.0,46.0,15.0,8.0
202109070900,44.0,23.0,49.0,17.0,24.0
202109071200,70.0,24.0,41.0,23.0,10.0
202109071500,57.0,5.0,32.0,13.0,21.0
202109071800,68.0,8.0,20.0,49.0,33.0
202109072100,127.0,15.0,69.0,36.0,40.0
202109080000,-153.0,14.0,117.0,28.0,13.0
202109080300,-55.0,38.0,90.0,38.0,17.0
202109080600,-152.0,16.0,83.0,37.0,19.0
202109080900,0.0,22.0,120.0,23.0,45.0
202109081200,-1.0,14.0,116.0,40.0,17.0
202109081500,-59.0,13.0,86.0,1.0,46.0
202109081800,189.0,13.0,56.0,55.0,62.0
202109082100,-70.0,11.0,27.0,29.0,70.0
202109090000,37.0,19.0,32.0,21.0,30.0
202109090300,26.0,20.0,33.0,27.0,35.0
202109090600,19.0,13.0,83.0,27.0,28.0
202109090900,10.0,13.0,55.0,8.0,44.0
202109091200,83.0,15.0,50.0,13.0,22.0
202109091800,55.0,7.0,46.0,34.0,48.0
202109092100,-30.0,15.0,37.0,47.0,24.0
202109100000,49.0,9.0,49.0,45.0,32.0
202109100300,-190.0,9.0,39.0,40.0,49.0
202109100600,20.0,71.0,39.0,37.0,32.0
202109100900,41.0,83.0,32.0,59.0,39.0
202109101200,-14.0,22.0,52.0,43.0,32.0
202109101500,18.0,16.0,39.0,26.0,46.0
202109101800,111.0,9.0,39.0,16.0,55.0
202109102100,26.0,7.0,28.0,8.0,65.0
202109110000,7.0,11.0,31.0,0.0,26.0
202109110300,-274.0,11.0,23.0,3.0,46.0
202109110600,67.0,51.0,38.0,1.0,21.0
202109110900,28.0,14.0,27.0,5.0,8.0
202109111200,16.0,15.0,23.0,5.0,15.0
202109111500,45.0,9.0,44.0,10.0,41.0
202109111800,84.0,23.0,51.0,58.0,64.0
202109112100,37.0,15.0,29.0,10.0,105.0
202109120000,83.0,9.0,45.0,10.0,79.0
202109120300,-9.0,19.0,17.0,6.0,26.0
202109120600,137.0,34.0,35.0,19.0,22.0
202109120900,320.0,16.0,21.0,6.0,28.0
202109121200,127.0,23.0,15.0,9.0,22.0
202109121500,126.0,19.0,36.0,6.0,22.0
202109121800,70.0,16.0,28.0,20.0,26.0
202109122100,111.0,23.0,34.0,45.0,24.0
202109130000,225.0,22.0,43.0,41.0,23.0
202109130300,78.0,92.0,33.0,23.0,40.0
202109130600,31.0,37.0,31.0,33.0,22.0
202109130900,24.0,24.0,41.0,25.0,0.0
202109131200,87.0,21.0,45.0,15.0,56.0
202109131500,13.0,60.0,34.0,15.0,24.0
202109131800,-39.0,38.0,45.0,15.0,21.0
202109132100,-93.0,32.0,58.0,52.0,23.0
202109140000,67.0,31.0,26.0,40.0,12.0
202109140300,121.0,42.0,36.0,33.0,40.0
202109140600,68.0,28.0,32.0,41.0,43.0
202109140900,43.0,30.0,29.0,61.0,35.0
202109141200,56.0,28.0,25.0,23.0,27.0
202109141500,31.0,60.0,40.0,28.0,56.0
202109141800,48.0,46.0,26.0,27.0,62.0
202109142100,24.0,43.0,41.0,20.0,51.0
202109150000,72.0,47.0,25.0,20.0,49.0
202109150300,33.0,33.0,16.0,9.0,47.0
202109150600,2.0,21.0,29.0,19.0,32.0
202109150900,5.0,15.0,21.0,8.0,23.0
202109151200,84.0,13.0,21.0,7.0,90.0
202109151500,98.0,47.0,20.0,8.0,42.0
202109151800,-19.0,24.0,25.0,9.0,18.0
202109152100,98.0,19.0,18.0,27.0,24.0
202109160000,48.0,27.0,17.0,11.0,13.0
202109160300,32.0,35.0,13.0,16.0,21.0
202109160600,-5.0,28.0,21.0,28.0,5.0
202109160900,65.0,13.0,18.0,6.0,3.0
202202161500,1.0,12.0,32.0,3.0,13.0
202202161800,71.0,52.0,58.0,5.0,36.0
202202162100,-8.0,19.0,73.0,17.0,43.0
202202170000,30.0,18.0,31.0,30.0,39.0
202202170300,85.0,25.0,22.0,29.0,58.0
202202170600,48.0,79.0,30.0,19.0,23.0
202202170900,-3.0,19.0,28.0,37.0,42.0
202202171200,79.0,22.0,27.0,31.0,21.0
202202171500,81.0,25.0,23.0,22.0,40.0
202202171800,104.0,16.0,37.0,24.0,36.0
202202172100,26.0,13.0,66.0,27.0,98.0
202202180000,-7.0,22.0,73.0,35.0,30.0
202202180300,62.0,27.0,81.0,24.0,47.0
202202180600,88.0,16.0,87.0,27.0,39.0
202202181200,37.0,9.0,74.0,25.0,28.0
202202181500,21.0,24.0,57.0,27.0,76.0
202202181800,8.0,13.0,76.0,39.0,93.0
202202182100,-95.0,17.0,83.0,19.0,95.0
202202190000,49.0,9.0,100.0,22.0,140.0
202202190300,5.0,18.0,89.0,22.0,146.0
202202190600,29.0,98.0,71.0,10.0,47.0
202202190900,30.0,39.0,62.0,10.0,36.0
202202191200,13.0,52.0,22.0,14.0,32.0
202202191500,37.0,23.0,20.0,4.0,11.0
202202191800,107.0,57.0,37.0,17.0,15.0
202202192100,55.0,83.0,36.0,5.0,40.0
202202200000,-69.0,34.0,26.0,6.0,29.0
202202200300,-30.0,26.0,30.0,32.0,2.0
202202200600,-35.0,75.0,15.0,23.0,22.0
202202200900,-15.0,28.0,1.0,26.0,15.0
202202201200,-33.0,27.0,18.0,15.0,18.0
202202201500,115.0,26.0,7.0,19.0,31.0
202202201800,47.0,31.0,26.0,26.0,23.0
202202202100,0.0,39.0,70.0,10.0,58.0
202202210300,95.0,23.0,50.0,13.0,-1.0
202202210600,23.0,18.0,55.0,54.0,19.0
202202210900,22.0,50.0,55.0,28.0,7.0
202202211200,49.0,31.0,77.0,19.0,10.0
202202211500,-91.0,24.0,78.0,16.0,33.0
202202211800,54.0,14.0,75.0,13.0,28.0
202202212100,-27.0,73.0,65.0,2.0,59.0
202202220000,-57.0,52.0,81.0,4.0,52.0
202202220300,-11.0,46.0,64.0,96.0,112.0
202202220600,-23.0,51.0,29.0,40.0,30.0
202202220900,-83.0,41.0,22.0,16.0,10.0
202202221200,-14.0,22.0,44.0,14.0,20.0
202202221500,13.0,12.0,20.0,17.0,23.0
202202221800,80.0,13.0,21.0,10.0,41.0
202202222100,-45.0,22.0,18.0,5.0,32.0
202202230000,112.0,22.0,28.0,15.0,56.0
202202230300,84.0,20.0,12.0,20.0,31.0
202202230600,35.0,28.0,26.0,16.0,46.0
202202230900,-3.0,33.0,10.0,12.0,43.0
202202231200,-10.0,31.0,14.0,10.0,68.0
202202231500,-1.0,25.0,20.0,8.0,45.0
202202231800,36.0,15.0,18.0,5.0,58.0
202202232100,-170.0,29.0,19.0,9.0,56.0
202202240000,14.0,16.0,13.0,7.0,47.0
202202240300,-5.0,7.0,16.0,16.0,65.0
202202240600,-44.0,18.0,16.0,54.0,85.0
202202240900,90.0,30.0,17.0,45.0,549.0
202202241200,90.0,17.0,19.0,22.0,67.0
202202241500,54.0,38.0,29.0,45.0,93.0
202202241800,11.0,18.0,23.0,45.0,152.0
202202242100,86.0,57.0,28.0,49.0,139.0
202202250000,-170.0,89.0,26.0,28.0,146.0
202202250300,-21.0,32.0,42.0,79.0,216.0
202202250600,17.0,38.0,51.0,22.0,235.0
202202250900,90.0,52.0,98.0,21.0,208.0
202202251200,15.0,18.0,40.0,15.0,241.0
202202251500,61.0,10.0,50.0,22.0,176.0
202202251800,158.0,20.0,55.0,37.0,210.0
202202252100,-144.0,12.0,33.0,10.0,184.0
202202260000,-256.0,15.0,42.0,9.0,157.0
202202260300,65.0,20.0,30.0,4.0,137.0
202202260600,-54.0,63.0,29.0,32.0,181.0
202202260900,52.0,28.0,33.0,38.0,253.0
202202261200,42.0,39.0,41.0,28.0,71.0
202202261500,49.0,25.0,45.0,22.0,82.0
202202261800,88.0,63.0,35.0,27.0,67.0
202202262100,123.0,29.0,39.0,25.0,68.0
202202270000,84.0,23.0,33.0,9.0,56.0
202202270300,50.0,43.0,26.0,12.0,2.0
202202270600,77.0,28.0,27.0,22.0,59.0
202202270900,56.0,23.0,35.0,35.0,34.0
202202271200,39.0,10.0,29.0,16.0,21.0
202202271500,45.0,25.0,18.0,10.0,65.0
202202271800,98.0,94.0,22.0,26.0,95.0
202202272100,-3.0,24.0,29.0,3.0,148.0
202202280000,-116.0,22.0,29.0,6.0,173.0
202202280300,4.0,34.0,46.0,15.0,118.0
202202280600,79.0,27.0,53.0,38.0,141.0
202202280900,31.0,30.0,51.0,10.0,193.0
202202281200,136.0,37.0,54.0,12.0,25.0
202202281500,124.0,48.0,150.0,20.0,74.0
202202281800,87.0,90.0,253.0,20.0,82.0
202202282100,5.0,51.0,87.0,14.0,85.0
202203010000,35.0,79.0,72.0,2.0,99.0
202203010300,-72.0,126.0,55.0,1.0,178.0
202203010600,93.0,90.0,57.0,65.0,9.0
202203010900,-49.0,37.0,46.0,51.0,1.0
202203011200,214.0,25.0,60.0,35.0,26.0
202203011500,40.0,27.0,40.0,45.0,10.0
202203011800,95.0,25.0,42.0,34.0,2.0
202203012100,62.0,39.0,33.0,28.0,45.0
202203020000,77.0,37.0,38.0,12.0,7.0
202203020300,133.0,40.0,41.0,33.0,37.0
202203020600,39.0,32.0,50.0,42.0,59.0
202203020900,-11.0,24.0,42.0,34.0,36.0
202203021200,26.0,22.0,32.0,38.0,60.0
202203021500,43.0,16.0,17.0,36.0,89.0
202203021800,71.0,57.0,26.0,62.0,110.0
202203022100,92.0,15.0,21.0,26.0,135.0
202203030000,31.0,12.0,33.0,21.0,157.0
202203030300,22.0,25.0,35.0,32.0,88.0
202203030600,82.0,41.0,57.0,50.0,15.0
202203030900,61.0,25.0,58.0,42.0,40.0
202203031200,46.0,42.0,75.0,47.0,26.0
202203031500,49.0,55.0,61.0,33.0,42.0
202203031800,36.0,97.0,89.0,33.0,43.0
202203032100,9.0,73.0,60.0,7.0,89.0
202203040000,-71.0,49.0,78.0,27.0,97.0
202203040300,-5.0,190.0,28.0,25.0,107.0
202203040600,29.0,62.0,25.0,36.0,158.0
202203040900,48.0,83.0,30.0,24.0,137.0
202203041200,33.0,94.0,36.0,18.0,135.0
202203041500,29.0,131.0,31.0,2.0,101.0
202203041800,70.0,66.0,31.0,9.0,179.0
202203042100,-182.0,58.0,30.0,27.0,115.0
202203050000,-12.0,29.0,40.0,20.0,79.0
202203050300,-132.0,268.0,34.0,14.0,45.0
202203050600,41.0,270.0,55.0,43.0,28.0
202203050900,-13.0,139.0,20.0,26.0,60.0
202203051200,7.0,113.0,27.0,1.0,19.0
202203051500,76.0,30.0,22.0,7.0,59.0
202203051800,0.0,34.0,28.0,22.0,75.0
202203052100,-16.0,38.0,25.0,38.0,58.0
202203060000,56.0,84.0,24.0,31.0,57.0
202203060300,-3.0,89.0,28.0,25.0,68.0
202203060600,-126.0,96.0,51.0,15.0,54.0
202203060900,52.0,100.0,40.0,12.0,22.0
202203061200,95.0,96.0,64.0,11.0,50.0
202203061500,95.0,113.0,64.0,0.0,58.0
202203061800,85.0,68.0,77.0,7.0,41.0
202203062100,-5.0,17.0,74.0,20.0,53.0
202203070000,-456.0,34.0,78.0,32.0,67.0
202203070300,56.0,37.0,51.0,25.0,168.0
202203070600,192.0,86.0,61.0,11.0,16.0
202203071200,370.0,29.0,44.0,18.0,87.0
202203071500,47.0,18.0,47.0,11.0,148.0
202203071800,-44.0,76.0,39.0,7.0,166.0
202203072100,82.0,21.0,47.0,13.0,89.0
202203080000,-151.0,6.0,36.0,29.0,181.0
202203080300,-20.0,15.0,35.0,39.0,157.0
202203080600,145.0,193.0,30.0,58.0,170.0
202203080900,44.0,41.0,37.0,31.0,700.0
202203081200,22.0,17.0,21.0,19.0,85.0
202203081500,33.0,41.0,23.0,30.0,124.0
202203081800,-2.0,58.0,18.0,10.0,224.0
202203082100,45.0,29.0,36.0,26.0,556.0
202203090000,17.0,30.0,39.0,33.0,173.0
202203090300,-49.0,76.0,60.0,25.0,165.0
202203090600,68.0,82.0,55.0,36.0,171.0
202203090900,38.0,80.0,73.0,28.0,156.0
202203091200,62.0,69.0,57.0,23.0,77.0
202203091500,37.0,33.0,76.0,8.0,108.0
202203091800,13.0,21.0,70.0,23.0,86.0
202203092100,69.0,32.0,80.0,23.0,122.0
202203100000,54.0,28.0,39.0,1.0,109.0
202203100300,95.0,35.0,33.0,17.0,120.0
202203100600,64.0,38.0,18.0,20.0,138.0
202203100900,65.0,30.0,35.0,48.0,153.0
202203101200,-32.0,24.0,34.0,41.0,63.0
202203101500,19.0,35.0,34.0,30.0,70.0
202203101800,-12.0,44.0,27.0,33.0,88.0
202203102100,6.0,35.0,32.0,36.0,70.0
202203110000,47.0,26.0,23.0,36.0,73.0
202203110300,-135.0,29.0,22.0,21.0,59.0
202203110600,-80.0,43.0,30.0,46.0,50.0
202203110900,101.0,75.0,30.0,53.0,140.0
202203111200,107.0,105.0,30.0,57.0,26.0
202203111500,29.0,24.0,25.0,21.0,35.0
202203111800,-8.0,37.0,30.0,31.0,37.0
202203112100,56.0,45.0,12.0,22.0,87.0
202203120000,-73.0,74.0,17.0,38.0,81.0
202203120300,-26.0,67.0,19.0,25.0,47.0
202203120600,104.0,37.0,44.0,24.0,52.0
202203120900,50.0,41.0,37.0,30.0,36.0
202203121200,72.0,17.0,52.0,21.0,66.0
202203121500,52.0,14.0,55.0,31.0,59.0
202203121800,33.0,31.0,73.0,30.0,41.0
202203122100,65.0,21.0,59.0,42.0,52.0
202203130000,37.0,8.0,48.0,23.0,45.0
202203130300,-58.0,13.0,51.0,35.0,42.0
202203130600,-40.0,16.0,38.0,35.0,93.0
202203130900,46.0,17.0,51.0,43.0,99.0
202203131200,8.0,15.0,35.0,41.0,114.0
202203131500,21.0,13.0,50.0,46.0,70.0
202203131800,19.0,12.0,44.0,40.0,78.0
202203132100,84.0,15.0,74.0,40.0,86.0
202203140000,92.0,5.0,36.0,25.0,108.0
202203140300,-206.0,18.0,73.0,17.0,72.0
202203140600,73.0,30.0,39.0,40.0,62.0
202203140900,37.0,26.0,37.0,38.0,63.0
202203141200,11.0,17.0,37.0,39.0,56.0
202203141500,10.0,22.0,31.0,29.0,77.0
202203141800,20.0,28.0,50.0,48.0,39.0
202203142100,73.0,28.0,119.0,22.0,56.0
202203150000,-25.0,17.0,89.0,1.0,56.0
202203150300,65.0,24.0,76.0,9.0,42.0
202203150600,-6.0,25.0,75.0,19.0,75.0
202203150900,132.0,23.0,35.0,33.0,24.0
202203151200,1.0,19.0,32.0,23.0,18.0
202203151500,35.0,20.0,28.0,19.0,32.0
202203151800,4.0,22.0,48.0,14.0,58.0
202203152100,41.0,18.0,38.0,18.0,90.0
202203160000,36.0,13.0,41.0,28.0,88.0
202203160300,-192.0,20.0,49.0,48.0,39.0
202203160600,-99.0,80.0,53.0,36.0,54.0
202203160900,240.0,43.0,58.0,42.0,31.0
202203161200,17.0,13.0,84.0,26.0,57.0
202203161500,68.0,21.0,95.0,17.0,35.0
202203161800,41.0,62.0,113.0,18.0,18.0
202203162100,83.0,91.0,127.0,13.0,22.0
202203170000,41.0,48.0,81.0,9.0,36.0
202203170300,-239.0,57.0,132.0,5.0,13.0
202203170600,88.0,18.0,97.0,30.0,14.0
202203170900,-3.0,20.0,81.0,15.0,21.0
202203171200,56.0,13.0,99.0,17.0,11.0
202203171500,91.0,19.0,104.0,11.0,50.0
202203171800,76.0,108.0,96.0,16.0,59.0
202203172100,73.0,34.0,73.0,32.0,55.0
202203180000,-3.0,19.0,106.0,18.0,71.0
202203180300,33.0,21.0,75.0,41.0,53.0
202203180600,71.0,19.0,83.0,38.0,88.0
202203180900,80.0,17.0,73.0,13.0,48.0
202203181200,-33.0,14.0,85.0,19.0,63.0
202203181500,20.0,19.0,86.0,26.0,72.0
202203181800,68.0,56.0,83.0,16.0,58.0
202203182100,46.0,47.0,62.0,11.0,79.0
202203190000,5.0,44.0,57.0,14.0,103.0
202203190300,-16.0,40.0,31.0,5.0,182.0
202203190600,35.0,74.0,52.0,45.0,205.0
202203190900,29.0,58.0,48.0,33.0,25.0
202203191200,-14.0,57.0,60.0,20.0,19.0
202203191500,-9.0,83.0,66.0,22.0,29.0
202203191800,-39.0,78.0,57.0,36.0,14.0
202203192100,34.0,41.0,41.0,13.0,42.0
202203201200,86.0,24.0,36.0,23.0,35.0
202203201500,-151.0,28.0,28.0,31.0,26.0
202203201800,-25.0,169.0,64.0,31.0,32.0
202203202100,-39.0,24.0,24.0,22.0,58.0
202203210000,-33.0,70.0,14.0,45.0,57.0
202203210300,31.0,154.0,24.0,12.0,69.0
202203210600,54.0,123.0,42.0,29.0,50.0
202203210900,40.0,78.0,39.0,50.0,38.0
202203211200,-148.0,87.0,65.0,13.0,52.0
202203211500,192.0,123.0,47.0,33.0,80.0
202203211800,-96.0,87.0,21.0,34.0,76.0
202203212100,13.0,15.0,11.0,17.0,99.0
202203220000,19.0,11.0,15.0,9.0,97.0
202203220300,83.0,20.0,38.0,0.0,84.0
202203220600,53.0,124.0,67.0,11.0,90.0
202203220900,-105.0,27.0,52.0,3.0,60.0
202203221200,98.0,19.0,42.0,6.0,32.0
202203221500,58.0,23.0,13.0,12.0,26.0
202203221800,177.0,37.0,22.0,48.0,25.0
202203222100,43.0,24.0,8.0,20.0,21.0
202203230000,43.0,18.0,5.0,23.0,249.0
202203230300,86.0,31.0,8.0,28.0,1.0
202203230600,58.0,39.0,11.0,22.0,35.0
202203230900,45.0,21.0,11.0,16.0,46.0
202203231200,-5.0,18.0,17.0,8.0,62.0
202203231500,6.0,8.0,6.0,19.0,133.0
202203231800,8.0,26.0,31.0,19.0,131.0
